Launching kernel...
kernel id: 19
SM id: 10
start time: 4541
stop time: 4675
elapsed time: 134

Block index: 11
kernel id: 19
SM id: 11
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 12
kernel id: 19
SM id: 12
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 13
kernel id: 19
SM id: 13
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 14
kernel id: 19
SM id: 14
start time: 4541
stop time: 4676
elapsed time: 135

=========================================
Block index: 0
kernel id: 20
SM id: 0
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 1
kernel id: 20
SM id: 1
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 2
kernel id: 20
SM id: 2
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 3
kernel id: 20
SM id: 3
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 4
kernel id: 20
SM id: 4
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 5
kernel id: 20
SM id: 5
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 6
kernel id: 20
SM id: 6
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 7
kernel id: 20
SM id: 7
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 8
kernel id: 20
SM id: 8
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 9
kernel id: 20
SM id: 9
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 10
kernel id: 20
SM id: 10
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 11
kernel id: 20
SM id: 11
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 12
kernel id: 20
SM id: 12
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 13
kernel id: 20
SM id: 13
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 14
kernel id: 20
SM id: 14
start time: 4541
stop time: 4677
elapsed time: 136

=========================================
Block index: 0
kernel id: 21
SM id: 0
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 1
kernel id: 21
SM id: 1
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 2
kernel id: 21
SM id: 2
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 3
kernel id: 21
SM id: 3
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 4
kernel id: 21
SM id: 4
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 5
kernel id: 21
SM id: 5
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 6
kernel id: 21
SM id: 6
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 7
kernel id: 21
SM id: 7
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 8
kernel id: 21
SM id: 8
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 9
kernel id: 21
SM id: 9
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 10
kernel id: 21
SM id: 10
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 11
kernel id: 21
SM id: 11
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 12
kernel id: 21
SM id: 12
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 13
kernel id: 21
SM id: 13
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 14
kernel id: 21
SM id: 14
start time: 4541
stop time: 4677
elapsed time: 136

=========================================
Block index: 0
kernel id: 22
SM id: 0
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 1
kernel id: 22
SM id: 1
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 2
kernel id: 22
SM id: 2
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 3
kernel id: 22
SM id: 3
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 4
kernel id: 22
SM id: 4
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 5
kernel id: 22
SM id: 5
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 6
kernel id: 22
SM id: 6
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 7
kernel id: 22
SM id: 7
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 8
kernel id: 22
SM id: 8
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 9
kernel id: 22
SM id: 9
start time: 4541
stop time: 4678
elapsed time: 137

Block index: 10
kernel id: 22
SM id: 10
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 11
kernel id: 22
SM id: 11
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 12
kernel id: 22
SM id: 12
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 13
kernel id: 22
SM id: 13
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 14
kernel id: 22
SM id: 14
start time: 4541
stop time: 4677
elapsed time: 136

=========================================
Block index: 0
kernel id: 23
SM id: 2
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 1
kernel id: 23
SM id: 10
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 2
kernel id: 23
SM id: 4
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 3
kernel id: 23
SM id: 1
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 4
kernel id: 23
SM id: 10
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 5
kernel id: 23
SM id: 14
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 6
kernel id: 23
SM id: 13
start time: 4676
stop time: 4812
elapsed time: 136

Block index: 7
kernel id: 23
SM id: 7
start time: 4676
stop time: 4810
elapsed time: 134

Block index: 8
kernel id: 23
SM id: 8
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 9
kernel id: 23
SM id: 7
start time: 4676
stop time: 4813
elapsed time: 137

Block index: 10
kernel id: 23
SM id: 5
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 11
kernel id: 23
SM id: 13
start time: 4676
stop time: 4799
elapsed time: 123

Block index: 12
kernel id: 23
SM id: 4
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 13
kernel id: 23
SM id: 11
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 14
kernel id: 23
SM id: 14
start time: 4676
stop time: 4808
elapsed time: 132

=========================================
Block index: 0
kernel id: 24
SM id: 0
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 1
kernel id: 24
SM id: 1
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 2
kernel id: 24
SM id: 2
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 3
kernel id: 24
SM id: 3
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 4
kernel id: 24
SM id: 4
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 5
kernel id: 24
SM id: 5
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 6
kernel id: 24
SM id: 6
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 7
kernel id: 24
SM id: 7
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 8
kernel id: 24
SM id: 8
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 9
kernel id: 24
SM id: 9
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 10
kernel id: 24
SM id: 10
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 11
kernel id: 24
SM id: 11
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 12
kernel id: 24
SM id: 12
start time: 4541
stop time: 4677
elapsed time: 136

Block index: 13
kernel id: 24
SM id: 13
start time: 4541
stop time: 4676
elapsed time: 135

Block index: 14
kernel id: 24
SM id: 14
start time: 4541
stop time: 4676
elapsed time: 135

=========================================
Block index: 0
kernel id: 25
SM id: 13
start time: 4675
stop time: 4809
elapsed time: 134

Block index: 1
kernel id: 25
SM id: 10
start time: 4675
stop time: 4802
elapsed time: 127

Block index: 2
kernel id: 25
SM id: 1
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 3
kernel id: 25
SM id: 4
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 4
kernel id: 25
SM id: 11
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 5
kernel id: 25
SM id: 14
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 6
kernel id: 25
SM id: 5
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 7
kernel id: 25
SM id: 2
start time: 4676
stop time: 4802
elapsed time: 126

Block index: 8
kernel id: 25
SM id: 5
start time: 4676
stop time: 4805
elapsed time: 129

Block index: 9
kernel id: 25
SM id: 10
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 10
kernel id: 25
SM id: 1
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 11
kernel id: 25
SM id: 8
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 12
kernel id: 25
SM id: 4
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 13
kernel id: 25
SM id: 2
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 14
kernel id: 25
SM id: 2
start time: 4676
stop time: 4808
elapsed time: 132

=========================================
Block index: 0
kernel id: 26
SM id: 11
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 1
kernel id: 26
SM id: 11
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 2
kernel id: 26
SM id: 8
start time: 4676
stop time: 4805
elapsed time: 129

Block index: 3
kernel id: 26
SM id: 1
start time: 4676
stop time: 4800
elapsed time: 124

Block index: 4
kernel id: 26
SM id: 14
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 5
kernel id: 26
SM id: 5
start time: 4676
stop time: 4805
elapsed time: 129

Block index: 6
kernel id: 26
SM id: 4
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 7
kernel id: 26
SM id: 14
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 8
kernel id: 26
SM id: 8
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 9
kernel id: 26
SM id: 10
start time: 4676
stop time: 4801
elapsed time: 125

Block index: 10
kernel id: 26
SM id: 10
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 11
kernel id: 26
SM id: 8
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 12
kernel id: 26
SM id: 13
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 13
kernel id: 26
SM id: 1
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 14
kernel id: 26
SM id: 1
start time: 4676
stop time: 4807
elapsed time: 131

=========================================
Block index: 0
kernel id: 27
SM id: 7
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 1
kernel id: 27
SM id: 13
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 2
kernel id: 27
SM id: 5
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 3
kernel id: 27
SM id: 4
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 4
kernel id: 27
SM id: 11
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 5
kernel id: 27
SM id: 2
start time: 4676
stop time: 4805
elapsed time: 129

Block index: 6
kernel id: 27
SM id: 14
start time: 4676
stop time: 4805
elapsed time: 129

Block index: 7
kernel id: 27
SM id: 4
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 8
kernel id: 27
SM id: 2
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 9
kernel id: 27
SM id: 7
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 10
kernel id: 27
SM id: 11
start time: 4676
stop time: 4810
elapsed time: 134

Block index: 11
kernel id: 27
SM id: 12
start time: 4676
stop time: 4810
elapsed time: 134

Block index: 12
kernel id: 27
SM id: 7
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 13
kernel id: 27
SM id: 3
start time: 4676
stop time: 4811
elapsed time: 135

Block index: 14
kernel id: 27
SM id: 14
start time: 4676
stop time: 4807
elapsed time: 131

=========================================
Block index: 0
kernel id: 28
SM id: 10
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 1
kernel id: 28
SM id: 7
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 2
kernel id: 28
SM id: 2
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 3
kernel id: 28
SM id: 14
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 4
kernel id: 28
SM id: 11
start time: 4676
stop time: 4802
elapsed time: 126

Block index: 5
kernel id: 28
SM id: 1
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 6
kernel id: 28
SM id: 11
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 7
kernel id: 28
SM id: 8
start time: 4676
stop time: 4801
elapsed time: 125

Block index: 8
kernel id: 28
SM id: 12
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 9
kernel id: 28
SM id: 13
start time: 4676
stop time: 4802
elapsed time: 126

Block index: 10
kernel id: 28
SM id: 8
start time: 4676
stop time: 4812
elapsed time: 136

Block index: 11
kernel id: 28
SM id: 5
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 12
kernel id: 28
SM id: 2
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 13
kernel id: 28
SM id: 7
start time: 4676
stop time: 4810
elapsed time: 134

Block index: 14
kernel id: 28
SM id: 1
start time: 4676
stop time: 4804
elapsed time: 128

=========================================
Block index: 0
kernel id: 29
SM id: 10
start time: 4676
stop time: 4805
elapsed time: 129

Block index: 1
kernel id: 29
SM id: 8
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 2
kernel id: 29
SM id: 4
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 3
kernel id: 29
SM id: 7
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 4
kernel id: 29
SM id: 8
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 5
kernel id: 29
SM id: 7
start time: 4676
stop time: 4802
elapsed time: 126

Block index: 6
kernel id: 29
SM id: 6
start time: 4676
stop time: 4817
elapsed time: 141

Block index: 7
kernel id: 29
SM id: 13
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 8
kernel id: 29
SM id: 14
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 9
kernel id: 29
SM id: 10
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 10
kernel id: 29
SM id: 5
start time: 4676
stop time: 4804
elapsed time: 128

Block index: 11
kernel id: 29
SM id: 13
start time: 4676
stop time: 4811
elapsed time: 135

Block index: 12
kernel id: 29
SM id: 2
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 13
kernel id: 29
SM id: 1
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 14
kernel id: 29
SM id: 1
start time: 4676
stop time: 4808
elapsed time: 132

=========================================
Block index: 0
kernel id: 30
SM id: 2
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 1
kernel id: 30
SM id: 11
start time: 4676
stop time: 4812
elapsed time: 136

Block index: 2
kernel id: 30
SM id: 13
start time: 4676
stop time: 4805
elapsed time: 129

Block index: 3
kernel id: 30
SM id: 10
start time: 4676
stop time: 4806
elapsed time: 130

Block index: 4
kernel id: 30
SM id: 11
start time: 4676
stop time: 4800
elapsed time: 124

Block index: 5
kernel id: 30
SM id: 0
start time: 4676
stop time: 4810
elapsed time: 134

Block index: 6
kernel id: 30
SM id: 13
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 7
kernel id: 30
SM id: 13
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 8
kernel id: 30
SM id: 10
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 9
kernel id: 30
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 10
kernel id: 30
SM id: 14
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 11
kernel id: 30
SM id: 1
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 12
kernel id: 30
SM id: 11
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 13
kernel id: 30
SM id: 4
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 14
kernel id: 30
SM id: 7
start time: 4677
stop time: 4802
elapsed time: 125

=========================================
Block index: 0
kernel id: 31
SM id: 3
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 1
kernel id: 31
SM id: 8
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 2
kernel id: 31
SM id: 5
start time: 4676
stop time: 4802
elapsed time: 126

Block index: 3
kernel id: 31
SM id: 8
start time: 4676
stop time: 4810
elapsed time: 134

Block index: 4
kernel id: 31
SM id: 4
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 5
kernel id: 31
SM id: 3
start time: 4676
stop time: 4808
elapsed time: 132

Block index: 6
kernel id: 31
SM id: 5
start time: 4676
stop time: 4811
elapsed time: 135

Block index: 7
kernel id: 31
SM id: 5
start time: 4676
stop time: 4803
elapsed time: 127

Block index: 8
kernel id: 31
SM id: 13
start time: 4676
stop time: 4810
elapsed time: 134

Block index: 9
kernel id: 31
SM id: 14
start time: 4676
stop time: 4807
elapsed time: 131

Block index: 10
kernel id: 31
SM id: 9
start time: 4676
stop time: 4809
elapsed time: 133

Block index: 11
kernel id: 31
SM id: 6
start time: 4676
stop time: 4799
elapsed time: 123

Block index: 12
kernel id: 31
SM id: 5
start time: 4676
stop time: 4811
elapsed time: 135

Block index: 13
kernel id: 31
SM id: 7
start time: 4676
stop time: 4800
elapsed time: 124

Block index: 14
kernel id: 31
SM id: 9
start time: 4676
stop time: 4807
elapsed time: 131

=========================================
Block index: 0
kernel id: 32
SM id: 6
start time: 4677
stop time: 4818
elapsed time: 141

Block index: 1
kernel id: 32
SM id: 6
start time: 4677
stop time: 4797
elapsed time: 120

Block index: 2
kernel id: 32
SM id: 6
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 3
kernel id: 32
SM id: 9
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 4
kernel id: 32
SM id: 0
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 5
kernel id: 32
SM id: 2
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 6
kernel id: 32
SM id: 3
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 7
kernel id: 32
SM id: 6
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 8
kernel id: 32
SM id: 9
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 9
kernel id: 32
SM id: 10
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 10
kernel id: 32
SM id: 13
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 11
kernel id: 32
SM id: 0
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 12
kernel id: 32
SM id: 1
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 13
kernel id: 32
SM id: 2
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 14
kernel id: 32
SM id: 3
start time: 4677
stop time: 4809
elapsed time: 132

=========================================
Block index: 0
kernel id: 33
SM id: 13
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 1
kernel id: 33
SM id: 7
start time: 4677
stop time: 4800
elapsed time: 123

Block index: 2
kernel id: 33
SM id: 13
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 3
kernel id: 33
SM id: 0
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 4
kernel id: 33
SM id: 1
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 5
kernel id: 33
SM id: 7
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 6
kernel id: 33
SM id: 9
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 7
kernel id: 33
SM id: 10
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 8
kernel id: 33
SM id: 11
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 9
kernel id: 33
SM id: 12
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 10
kernel id: 33
SM id: 13
start time: 4677
stop time: 4812
elapsed time: 135

Block index: 11
kernel id: 33
SM id: 0
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 12
kernel id: 33
SM id: 1
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 13
kernel id: 33
SM id: 2
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 14
kernel id: 33
SM id: 3
start time: 4677
stop time: 4809
elapsed time: 132

=========================================
Block index: 0
kernel id: 34
SM id: 4
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 1
kernel id: 34
SM id: 5
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 2
kernel id: 34
SM id: 0
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 3
kernel id: 34
SM id: 4
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 4
kernel id: 34
SM id: 5
start time: 4677
stop time: 4814
elapsed time: 137

Block index: 5
kernel id: 34
SM id: 7
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 6
kernel id: 34
SM id: 8
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 7
kernel id: 34
SM id: 12
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 8
kernel id: 34
SM id: 0
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 9
kernel id: 34
SM id: 4
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 10
kernel id: 34
SM id: 5
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 11
kernel id: 34
SM id: 6
start time: 4677
stop time: 4800
elapsed time: 123

Block index: 12
kernel id: 34
SM id: 7
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 13
kernel id: 34
SM id: 8
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 14
kernel id: 34
SM id: 9
start time: 4677
stop time: 4814
elapsed time: 137

=========================================
Block index: 0
kernel id: 35
SM id: 4
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 1
kernel id: 35
SM id: 11
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 2
kernel id: 35
SM id: 14
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 3
kernel id: 35
SM id: 0
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 4
kernel id: 35
SM id: 4
start time: 4677
stop time: 4812
elapsed time: 135

Block index: 5
kernel id: 35
SM id: 5
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 6
kernel id: 35
SM id: 6
start time: 4677
stop time: 4799
elapsed time: 122

Block index: 7
kernel id: 35
SM id: 8
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 8
kernel id: 35
SM id: 9
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 9
kernel id: 35
SM id: 11
start time: 4677
stop time: 4813
elapsed time: 136

Block index: 10
kernel id: 35
SM id: 12
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 11
kernel id: 35
SM id: 14
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 12
kernel id: 35
SM id: 0
start time: 4677
stop time: 4801
elapsed time: 124

Block index: 13
kernel id: 35
SM id: 2
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 14
kernel id: 35
SM id: 3
start time: 4677
stop time: 4800
elapsed time: 123

=========================================
Block index: 0
kernel id: 36
SM id: 8
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 1
kernel id: 36
SM id: 2
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 2
kernel id: 36
SM id: 7
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 3
kernel id: 36
SM id: 8
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 4
kernel id: 36
SM id: 10
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 5
kernel id: 36
SM id: 13
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 6
kernel id: 36
SM id: 14
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 7
kernel id: 36
SM id: 0
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 8
kernel id: 36
SM id: 1
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 9
kernel id: 36
SM id: 2
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 10
kernel id: 36
SM id: 4
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 11
kernel id: 36
SM id: 5
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 12
kernel id: 36
SM id: 6
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 13
kernel id: 36
SM id: 7
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 14
kernel id: 36
SM id: 8
start time: 4677
stop time: 4804
elapsed time: 127

=========================================
Block index: 0
kernel id: 37
SM id: 11
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 1
kernel id: 37
SM id: 11
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 2
kernel id: 37
SM id: 4
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 3
kernel id: 37
SM id: 5
start time: 4677
stop time: 4799
elapsed time: 122

Block index: 4
kernel id: 37
SM id: 7
start time: 4677
stop time: 4812
elapsed time: 135

Block index: 5
kernel id: 37
SM id: 8
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 6
kernel id: 37
SM id: 9
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 7
kernel id: 37
SM id: 10
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 8
kernel id: 37
SM id: 11
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 9
kernel id: 37
SM id: 12
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 10
kernel id: 37
SM id: 13
start time: 4677
stop time: 4812
elapsed time: 135

Block index: 11
kernel id: 37
SM id: 14
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 12
kernel id: 37
SM id: 0
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 13
kernel id: 37
SM id: 1
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 14
kernel id: 37
SM id: 2
start time: 4677
stop time: 4809
elapsed time: 132

=========================================
Block index: 0
kernel id: 38
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 1
kernel id: 38
SM id: 2
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 2
kernel id: 38
SM id: 4
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 3
kernel id: 38
SM id: 5
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 4
kernel id: 38
SM id: 7
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 5
kernel id: 38
SM id: 9
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 6
kernel id: 38
SM id: 12
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 7
kernel id: 38
SM id: 13
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 8
kernel id: 38
SM id: 14
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 9
kernel id: 38
SM id: 0
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 10
kernel id: 38
SM id: 1
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 11
kernel id: 38
SM id: 2
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 12
kernel id: 38
SM id: 3
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 13
kernel id: 38
SM id: 4
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 14
kernel id: 38
SM id: 5
start time: 4677
stop time: 4803
elapsed time: 126

=========================================
Block index: 0
kernel id: 39
SM id: 4
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 1
kernel id: 39
SM id: 8
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 2
kernel id: 39
SM id: 11
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 3
kernel id: 39
SM id: 12
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 4
kernel id: 39
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 5
kernel id: 39
SM id: 3
start time: 4677
